cod_cliente,primeiro_nome,ultimo_nome,email,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento,endereco,cep,Quantidades de Tipos de Clientes
785,Daniela,da Luz,sarahda-conceicao@example.net,PF,2021-03-15 15:01:00 UTC,256.918.430-60,1/28/1976,"Trevo Ryan das Neves, 83 Jaraguá 30994887 Cavalcanti Verde / RN",73982-067,
821,Clara,da Luz,marianaduarte@example.com,PF,2012-03-12 12:31:00 UTC,846.231.075-07,2/5/2005,"Setor Mirella Carvalho, 660 Atila De Paiva 25278-215 Carvalho da Mata / GO",98938-535,
838,Luiz Miguel,da Luz,alicia60@example.com,PF,2013-11-15 16:17:00 UTC,869.204.573-00,5/10/1991,"Chácara Cunha, 98 Conjunto Floramar 62501204 Nascimento do Amparo / PA",94247-539,
10,Cecília,da Paz,anthonymendes@example.net,PF,2020-11-03 14:04:00 UTC,590.412.836-33,3/6/1991,Rua Barbosa Belmonte 20407522 Moura de Santos / MG,91891634,
50,Theo,da Paz,heitordas-neves@example.com,PF,2021-11-17 16:16:00 UTC,284.701.693-78,4/9/2005,"Conjunto de da Cunha, 58 Vila Vista Alegre 73062686 Nogueira / PI",12180-103,
95,Luiz Gustavo,da Paz,nina11@example.net,PF,2021-09-22 15:00:00 UTC,852.107.496-49,7/9/2003,"Trecho de Duarte, 8 Virgínia 56451275 Campos / SP",67594-724,
106,Maria Sophia,da Paz,talmeida@example.net,PF,2010-08-14 15:55:00 UTC,678.435.901-10,4/15/1954,"Condomínio Clarice Porto, 79 Eymard 40757583 Araújo do Amparo / RR",43504963,
110,Ana Júlia,da Paz,anthonysilveira@example.com,PF,2020-06-19 16:06:00 UTC,381.642.570-44,4/1/1976,"Travessa Cavalcanti, 26 Vila Satélite 15519413 Campos do Campo / MG",25323-209,
143,Amanda,da Paz,maria-luizada-rocha@example.com,PF,2020-04-19 13:29:00 UTC,879.543.126-82,2/7/2000,Favela de Rocha João Paulo Ii 00138658 Carvalho / PR,77048-875,
194,Thomas,da Paz,da-rochabruno@example.org,PF,2016-12-18 14:20:00 UTC,925.468.301-98,11/15/2001,"Aeroporto de Moraes, 89 Lorena 04389826 Rodrigues de da Paz / ES",79586-846,
253,Alexia,da Paz,da-motapedro-miguel@example.org,PF,2022-05-27 11:17:00 UTC,698.435.172-37,5/21/1960,"Sítio de Dias, 71 Conjunto Serra Verde 23462-202 Correia / AP",57281-793,
347,Diego,da Paz,beatrizdias@example.org,PF,2011-02-03 16:40:00 UTC,861.793.045-48,12/28/1984,"Alameda de Cunha, 3 Boa Esperança 35767424 Pires de Sales / RN",48898293,
353,Joaquim,da Paz,pcardoso@example.net,PF,2021-10-19 12:13:00 UTC,803.219.465-70,9/22/1985,"Trecho da Cruz, 5 Ventosa 08912-034 Martins / CE",30966-116,
403,Ana Luiza,da Paz,thomasbarbosa@example.com,PF,2020-03-17 13:11:00 UTC,842.317.906-04,11/13/1961,"Loteamento de Almeida, 8 Barão Homem De Melo 1ª Seção 04842-530 Peixoto de Minas / DF",84319-828,
500,Caroline,da Paz,correiadaniela@example.net,PF,2016-11-20 13:28:00 UTC,567.348.209-47,1/23/1991,"Distrito Azevedo, 89 Vila Aeroporto 30548410 Barros da Prata / ES",84381061,
506,Eloah,da Paz,vitor-hugoda-cruz@example.org,PF,2017-11-25 16:17:00 UTC,834.570.296-10,12/8/1993,"Favela de Santos, 53 Pindura Saia 49020-791 Nogueira da Serra / ES",61725909,
776,Manuela,da Paz,kamilly98@example.org,PF,2021-03-14 15:58:00 UTC,748.530.296-56,12/9/1954,"Vereda de Aragão, 69 Vila Santa Rosa 91326-243 Jesus / AL",94563-369,
867,Anthony,da Paz,nathanribeiro@example.com,PF,2016-10-14 12:02:00 UTC,726.903.451-61,4/27/1965,"Fazenda de Dias, 20 Nova Cintra 22533-166 Lopes Paulista / RO",40562934,
888,Fernanda,da Paz,agatha02@example.org,PF,2016-04-13 11:01:00 UTC,493.527.810-23,6/12/2001,"Núcleo Pietro da Paz, 4 Luxemburgo 49823490 Carvalho / MS",81164-915,
894,Miguel,da Paz,luna20@example.org,PF,2019-06-04 12:01:00 UTC,531.697.248-19,6/2/1954,"Avenida Novaes, 29 Baleia 65172-294 Cardoso / AC",20478-520,
14,Rafaela,Almeida,vicente09@example.org,PF,2014-08-26 14:14:00 UTC,271.395.804-05,12/16/1966,"Lago Gabrielly Martins, 29 Calafate 26223-583 da Mata / MA",60290-611,
16,Nicolas,Almeida,arezende@example.org,PF,2018-04-20 12:01:00 UTC,142.356.079-52,1/12/1994,"Ladeira Lorena Aragão, 5 São Bento 04689671 Moraes da Mata / SP",91014485,
48,Marcos Vinicius,Almeida,martinspaulo@example.net,PF,2019-03-09 16:19:00 UTC,501.482.937-60,1/6/1956,"Chácara Amanda Santos, 261 União 52436-400 Fogaça / AP",58403-824,
119,Nicolas,Almeida,pereiraana-julia@example.net,PF,2020-01-14 10:20:00 UTC,021.837.645-62,10/13/1980,"Largo da Rosa, 7 Buritis 45383-999 Rodrigues / SE",34227301,
128,Carolina,Almeida,emanuellacaldeira@example.net,PF,2018-05-22 12:30:00 UTC,619.834.257-37,9/8/1942,"Esplanada da Luz, 82 Custodinha 80877647 Viana do Campo / SP",90777463,
212,Vitória,Almeida,miguel32@example.net,PF,2021-04-09 15:40:00 UTC,381.576.940-00,4/2/2003,"Esplanada Castro, 96 Padre Eustáquio 77331429 Pereira / GO",88489-764,
227,Vitor,Almeida,valentinacastro@example.org,PF,2022-12-27 13:30:00 UTC,038.572.416-08,7/12/1964,Lagoa Rebeca Costela Acaba Mundo 54722189 da Costa / MG,60794-612,
297,Valentina,Almeida,gomesraul@example.com,PF,2018-08-11 13:45:00 UTC,513.269.804-24,3/3/1952,"Residencial de Oliveira, 12 Vila Nossa Senhora Do Rosário 05139-024 Farias / PE",10207922,
312,Ana Laura,Almeida,fernandesana-livia@example.com,PF,2022-07-12 16:34:00 UTC,654.098.213-51,10/26/1954,Conjunto Fernandes Novo Glória 18748994 Costa / RO,29021919,
391,Anthony,Almeida,fda-conceicao@example.org,PF,2020-06-21 11:39:00 UTC,083.415.276-26,10/3/1999,"Loteamento Marcelo Melo, 4 Brasil Industrial 66720124 Araújo Grande / DF",04554-217,
532,Heloísa,Almeida,lorena15@example.net,PF,2021-07-13 14:56:00 UTC,054.897.126-94,7/1/2005,"Lago Cardoso, 25 Venda Nova 91678327 Gonçalves / SC",67892719,
647,Augusto,Almeida,henriqueda-rocha@example.com,PF,2018-12-19 13:08:00 UTC,592.631.874-28,1/12/1964,"Recanto de da Conceição, 7 Senhor Dos Passos 18905997 da Costa de Nogueira / PB",01814-432,
832,Luigi,Almeida,bryanviana@example.com,PF,2012-12-25 15:27:00 UTC,257.369.184-55,2/9/1983,"Colônia Ribeiro, 85 Santo André 30119-374 da Paz Verde / PA",93983938,
856,Nicole,Almeida,guilhermesales@example.com,PF,2015-06-24 15:02:00 UTC,259.406.318-51,10/24/1961,"Setor Ana Laura Moura, 65 Mangabeiras 00902-688 Aragão Alegre / PR",39587-897,
883,Sabrina,Almeida,maria-cecilia82@example.org,PF,2015-09-05 16:18:00 UTC,389.047.162-50,7/7/1998,Conjunto Aragão Serrano 88509069 Gomes / PB,26119727,
915,Yago,Almeida,ana-sophia34@example.org,PF,2018-12-25 12:03:00 UTC,452.018.697-85,12/30/1971,"Pátio Ana Julia Martins, 57 Comiteco 50652-848 da Cruz do Norte / MA",3756332,
4,Lara,Aragão,joao-lucascosta@example.com,PF,2017-04-06 12:28:00 UTC,096.482.537-65,5/1/1986,"Estação Cauã Santos, 20 Vila Mantiqueira 34579-230 da Cruz / MT",19720-769,
7,Matheus,Aragão,barbosajuan@example.net,PF,2018-09-12 13:08:00 UTC,859.406.321-06,11/13/1985,"Estação de da Rocha, 59 Aeroporto 24555159 Barbosa / GO",29456824,
177,Diogo,Aragão,bfreitas@example.org,PF,2022-10-15 16:31:00 UTC,470.693.521-07,11/20/1986,"Ladeira de Azevedo, 2 Eymard 34582863 Silva / AP",50246702,
208,João Gabriel,Aragão,cunhamarcos-vinicius@example.com,PF,2013-05-12 13:48:00 UTC,963.085.247-00,10/1/1987,"Campo de Teixeira, 93 Biquinhas 77899-799 Duarte de Cavalcanti / PI",90069673,
264,Gustavo Henrique,Aragão,joao-vitorfernandes@example.net,PF,2020-03-19 14:13:00 UTC,375.210.948-32,3/4/1958,Passarela de Carvalho Teixeira Dias 85975-530 da Rocha / MT,38755-229,
320,Erick,Aragão,da-costaemanuel@example.net,PF,2017-08-26 13:14:00 UTC,318.076.529-12,9/24/2001,"Vale Fogaça, 13 Vila Mantiqueira 93751-775 Souza / DF",37217800,
413,Emanuelly,Aragão,ana-beatriz92@example.org,PF,2014-05-20 11:41:00 UTC,075.329.618-77,5/24/1974,"Residencial de Silva, 73 Santa Lúcia 41532-788 Fogaça / DF",50743388,
591,Luiz Gustavo,Aragão,costaemanuella@example.org,PF,2022-05-19 11:46:00 UTC,724.856.910-02,6/21/1996,"Travessa da Cunha, 63 Engenho Nogueira 20452244 Gonçalves / AC",23882-749,
709,Isabelly,Aragão,xpereira@example.net,PF,2018-09-07 11:13:00 UTC,670.439.581-48,5/19/1949,"Esplanada Renan Araújo, 17 Vila Tirol 83507-776 Vieira / DF",37884316,
710,Laís,Aragão,das-nevesluiza@example.com,PF,2019-06-26 12:44:00 UTC,854.396.107-66,12/11/1972,Jardim Valentina Gomes João Paulo Ii 90979-552 Campos de Melo / MS,03166-379,
765,Beatriz,Aragão,valentinacunha@example.com,PF,2019-05-27 12:48:00 UTC,307.659.184-39,3/14/1966,"Residencial Ian Almeida, 975 Jardim América 75948-364 Moura / GO",59717-836,
787,Rafael,Aragão,hpinto@example.net,PF,2017-10-10 12:04:00 UTC,824.563.719-09,7/24/1986,"Esplanada Araújo, 37 Vila Califórnia 85418025 da Costa de Fogaça / SP",22250134,
855,Letícia,Aragão,da-rochalivia@example.org,PF,2017-02-25 13:28:00 UTC,467.310.895-75,10/2/1992,"Rua de Silveira, 314 Vera Cruz 23815755 Gonçalves Alegre / AL",54516237,
932,João,Aragão,carvalhojoao-lucas@example.net,PF,2015-06-21 12:06:00 UTC,809.674.153-57,7/31/1994,"Rua Nicolas Peixoto, 73 Ernesto Nascimento 17498446 Nogueira / MA",26474200,
986,Emanuelly,Aragão,lpinto@example.com,PF,2016-01-23 12:45:00 UTC,931.462.507-99,11/6/2006,"Pátio Pedro Henrique Rodrigues, 9 Vila Fumec 49827910 Gomes / AM",36694-446,
18,Leandro,Araújo,brenda60@example.net,PF,2021-07-18 15:07:00 UTC,160.275.498-58,10/15/1991,"Lago de da Mota, 7 Pindorama 62566-272 Costela do Oeste / CE",56676-337,
112,Pedro Lucas,Araújo,bernardo60@example.net,PF,2021-07-11 12:15:00 UTC,809.734.215-41,2/11/1986,"Colônia Ana Beatriz Freitas, 6 Atila De Paiva 51908198 da Rosa / RJ",41121-283,
234,João Pedro,Araújo,marceloda-conceicao@example.org,PF,2021-03-08 13:43:00 UTC,510.674.982-49,12/25/1971,"Núcleo Cavalcanti, 483 São Vicente 29422490 da Rosa / RR",64483022,
246,Lorena,Araújo,ribeironatalia@example.org,PF,2019-05-23 15:55:00 UTC,970.123.548-79,4/8/1966,"Chácara Silveira, 7 Vila Cloris 88301-767 Jesus da Serra / SP",2240596,
251,Pietra,Araújo,fogacaisadora@example.com,PF,2013-07-11 14:28:00 UTC,827.369.401-13,10/13/1996,"Loteamento Melo, 85 São Sebastião 27542-399 da Luz de Peixoto / AC",72383779,
361,Clarice,Araújo,barbaraalmeida@example.net,PF,2018-01-08 14:30:00 UTC,306.548.291-60,9/29/1946,"Via Azevedo, 79 Santo Agostinho 02873409 Moraes da Mata / PE",57218048,
378,Pedro Lucas,Araújo,srezende@example.com,PF,2018-03-18 12:36:00 UTC,325.496.710-07,10/17/1943,"Parque Luna Nunes, 2 Novo Ouro Preto 54121906 Vieira do Oeste / AM",58010319,
489,Marcela,Araújo,bernardocampos@example.org,PF,2019-08-04 13:50:00 UTC,529.308.476-38,11/23/1958,"Rua de da Rosa, 8 Mantiqueira 45168-327 Cardoso / PR",46872-672,
491,Mariana,Araújo,nsantos@example.org,PF,2020-09-03 14:33:00 UTC,645.189.273-46,9/27/1979,"Núcleo de Jesus, 28 Serrano 65469765 Moreira / PR",59657-825,
658,Nicolas,Araújo,marcela88@example.com,PF,2017-02-07 12:10:00 UTC,163.298.047-96,8/22/1967,"Setor Lima, 93 Vila Nova Gameleira 2ª Seção 30697086 Moura / RN",32199475,
737,Pedro Miguel,Araújo,melissagomes@example.org,PF,2021-01-28 14:26:00 UTC,874.261.395-73,4/2/1980,"Condomínio Bruna da Mota, 628 Das Industrias I 27208-640 Nascimento Alegre / TO",95890981,
809,Ana Carolina,Araújo,pauloaraujo@example.org,PF,2021-05-18 16:15:00 UTC,847.659.210-85,11/30/1963,"Praça de Moura, 3 Monte São José 73520387 Rezende do Amparo / MG",80456-424,
860,Igor,Araújo,wgomes@example.net,PF,2021-04-15 14:16:00 UTC,647.258.031-62,6/6/1988,"Estação de da Rocha, 65 Distrito Industrial Do Jatoba 05154-328 Novaes do Amparo / MA",58065269,
921,Anthony,Araújo,martinsian@example.net,PF,2021-09-03 15:52:00 UTC,824.319.657-91,6/4/1949,"Rua João Felipe da Mata, 7 Piratininga 85495859 Moreira de Rodrigues / AC",12376047,
63,Manuela,Azevedo,laura78@example.net,PF,2019-04-10 12:23:00 UTC,379.805.641-20,4/21/1993,Fazenda Duarte Cabana Do Pai Tomás 61838-337 da Mota / AM,93898969,
149,Júlia,Azevedo,samuel74@example.com,PF,2020-06-25 12:32:00 UTC,591.283.067-59,10/18/2004,"Praça Diogo Costa, 3 São João 30181-466 Martins do Amparo / AL",45650110,
155,Anthony,Azevedo,leandro14@example.com,PF,2013-08-22 13:27:00 UTC,734.596.812-09,7/13/1972,"Pátio de Cavalcanti, 46 Cardoso 93081-065 da Rocha / MT",10764-469,
169,Cauã,Azevedo,amonteiro@example.com,PF,2015-07-01 13:19:00 UTC,523.691.478-73,11/18/1998,"Ladeira da Mata, 4 Colégio Batista 47750235 Barbosa / AC",29074-591,
174,Manuela,Azevedo,helena76@example.net,PF,2017-04-21 15:02:00 UTC,713.650.289-68,9/28/1965,"Loteamento da Costa, 6 Braúnas 56159-268 Fernandes da Praia / CE",13715347,
442,Alice,Azevedo,nicolefreitas@example.net,PF,2022-12-17 13:24:00 UTC,942.076.813-96,7/27/1955,"Rua de da Conceição, 96 Juliana 48437-460 Ramos da Mata / PR",41703129,
626,Luiz Fernando,Azevedo,ecavalcanti@example.com,PF,2022-07-25 10:12:00 UTC,481.932.570-14,8/17/1988,Alameda Ryan Jesus Vila Santa Rosa 97040-741 da Rocha / RS,66800-272,
661,Otávio,Azevedo,marcos-vinicius93@example.com,PF,2013-09-11 13:40:00 UTC,512.784.390-05,2/18/1960,"Rodovia Emanuella Souza, 4 Saudade 31563951 Silva / BA",26189090,
930,Ana,Azevedo,mouravicente@example.org,PF,2018-04-03 11:06:00 UTC,370.259.614-34,1/15/1976,"Favela de Fogaça, 9 Trevo 80538819 Pinto / SC",79261182,
129,Sarah,Barbosa,martinsvitor-hugo@example.com,PF,2013-01-08 15:31:00 UTC,903.421.678-04,1/15/1972,"Parque Leandro Campos, 356 Vila São Gabriel Jacui 87146-556 Oliveira Paulista / AC",75315066,
184,Lavínia,Barbosa,laraalmeida@example.org,PF,2018-11-12 13:09:00 UTC,386.952.074-47,10/17/1963,"Estação Teixeira, 97 Vera Cruz 69838548 Pires do Campo / RJ",61548005,
300,Ana Vitória,Barbosa,liviateixeira@example.org,PF,2021-06-24 15:39:00 UTC,275.089.136-12,2/25/1981,"Setor de Viana, 972 Padre Eustáquio 88598-612 Ribeiro de Goiás / PA",80902-628,
375,Erick,Barbosa,rodrigo94@example.org,PF,2019-06-22 15:56:00 UTC,203.795.486-74,12/15/1967,"Vale de Vieira, 27 Ribeiro De Abreu 39530-310 Martins / RN",82725835,
443,João Lucas,Barbosa,isabella02@example.net,PF,2022-01-03 11:42:00 UTC,735.489.160-66,1/11/1948,"Fazenda Vicente Gonçalves, 46 Nossa Senhora Da Aparecida 46869-970 Farias / PE",52387994,
590,Daniel,Barbosa,barbosaalexia@example.org,PF,2018-10-09 11:33:00 UTC,870.514.932-05,3/2/1959,Favela Luiz Felipe Novaes Mala E Cuia 51525-067 Barbosa de Gonçalves / RN,03233-139,
686,Thiago,Barbosa,maria81@example.org,PF,2021-05-26 10:49:00 UTC,264.395.871-37,12/9/1944,Alameda Lima Vila Minaslandia 47044993 Ferreira / BA,26574-404,
726,André,Barbosa,zcaldeira@example.org,PF,2019-11-06 15:14:00 UTC,951.234.870-50,12/9/1996,"Estrada Maria Vitória Vieira, 16 Universo 77552-552 Souza do Sul / DF",98191742,
851,Leandro,Barbosa,raquel68@example.org,PF,2022-05-02 10:45:00 UTC,153.807.926-77,3/20/1983,"Distrito Sabrina Araújo, 33 Pindura Saia 95049-744 Moraes de Minas / MG",11027-566,
874,Murilo,Barbosa,jcaldeira@example.com,PF,2021-11-20 10:46:00 UTC,749.128.506-67,5/28/1986,"Largo Cardoso, 4 Novo Santa Cecilia 21109235 Cardoso / RO",60767-792,
919,Raul,Barbosa,csouza@example.com,PF,2014-10-18 12:17:00 UTC,716.940.325-07,7/25/2006,"Viaduto Olivia Barbosa, 10 Vila Boa Vista 09314-990 Fernandes da Mata / PE",10493-845,
988,Clara,Barbosa,alexiada-rosa@example.net,PF,2021-02-22 14:02:00 UTC,821.375.604-53,12/31/1963,Passarela Luiz Otávio Nascimento Conjunto Jardim Filadélfia 42086678 Santos / MA,83565-860,
3,Breno,Cardoso,rsouza@example.net,PF,2013-01-05 13:13:00 UTC,364.982.015-33,5/30/1975,"Feira Aragão, 41 Marmiteiros 56012309 Araújo / AM",99161510,
21,Davi Luiz,Cardoso,eduardoda-costa@example.com,PF,2016-07-10 12:29:00 UTC,716.430.895-01,4/13/1957,"Morro Pedro Miguel Pinto, 9 São Luiz 98347-897 Fogaça de Goiás / AC",91263340,
43,Vitor Gabriel,Cardoso,lucas-gabriel73@example.com,PF,2016-09-03 15:08:00 UTC,607.584.319-10,7/15/1971,"Recanto Gustavo Henrique Dias, 64 Vila Da Paz 92813-481 da Costa / MT",59276367,
77,Mirella,Cardoso,maite60@example.net,PF,2019-02-01 13:17:00 UTC,324.870.195-14,8/15/2001,"Vila Maria Fernanda Barbosa, 10 Virgínia 52639830 Ramos / PI",99555-106,
109,Maria Cecília,Cardoso,sofia85@example.net,PF,2022-03-16 13:53:00 UTC,092.378.516-77,12/28/1978,Sítio de da Mota Engenho Nogueira 86201-053 Correia das Pedras / DF,11243-236,
210,Lucas,Cardoso,maria-alice27@example.net,PF,2018-11-15 14:36:00 UTC,189.342.650-51,3/26/1953,"Vila Sales, 56 São Lucas 72371269 das Neves / PA",44811-766,
217,Vitor,Cardoso,rezendeisis@example.org,PF,2018-09-05 14:44:00 UTC,927.154.038-79,9/18/1971,"Núcleo Peixoto, 29 Beija Flor 12707682 Cunha / RR",11883-390,
218,Enzo,Cardoso,martinsjoao-miguel@example.com,PF,2019-10-01 16:05:00 UTC,529.140.378-05,10/10/2005,"Distrito Clarice da Luz, 35 Lourdes 24553496 Lopes do Sul / SC",42430-747,
241,Joaquim,Cardoso,cardosomaysa@example.net,PF,2021-02-26 12:19:00 UTC,136.942.087-04,3/7/1979,"Trecho Yago Dias, 20 Jardim América 07951411 da Mota / ES",71337392,
263,Breno,Cardoso,vsantos@example.org,PF,2017-12-27 13:22:00 UTC,180.964.753-39,9/2/1942,"Condomínio Gabrielly Costela, 485 São Bento 04770068 Oliveira da Serra / AP",83728117,
270,Natália,Cardoso,barrosclarice@example.com,PF,2019-09-05 16:38:00 UTC,304.872.619-50,7/4/1994,"Praça de Ferreira, 5 Flamengo 27068-714 Azevedo do Amparo / MA",21373248,
307,Augusto,Cardoso,fernanda99@example.org,PF,2017-02-10 16:42:00 UTC,792.651.043-25,8/15/2005,"Distrito Erick Cavalcanti, 36 Mangabeiras 66325210 da Conceição / RN",38243-006,
336,Mirella,Cardoso,marcelo05@example.org,PF,2020-10-18 13:03:00 UTC,782.156.043-07,2/23/1960,"Fazenda Souza, 413 Padre Eustáquio 22283686 Farias do Norte / PR",51618919,
468,Kevin,Cardoso,vitor29@example.com,PF,2021-08-27 13:19:00 UTC,045.718.296-20,1/1/1994,"Parque Costa, 322 Santa Sofia 25665-372 Alves / CE",82355-894,
481,Yago,Cardoso,vitorfogaca@example.net,PF,2020-04-14 16:19:00 UTC,364.872.105-44,10/11/1964,"Estação Correia, 1 Santa Maria 51863961 Nascimento / PR",41812110,
552,Júlia,Cardoso,ssilva@example.net,PF,2018-06-17 14:15:00 UTC,257.601.483-62,9/27/1954,"Área João Felipe Ferreira, 824 Dom Cabral 21297581 Fernandes / TO",08094-852,
568,Maria Fernanda,Cardoso,yago53@example.org,PF,2020-08-22 15:21:00 UTC,869.215.347-82,8/13/1960,"Vale Silveira, 3 Nova America 17600-099 da Conceição da Praia / PB",99471851,
597,Lucas,Cardoso,julia00@example.net,PF,2019-06-19 12:21:00 UTC,973.281.605-86,4/29/1980,"Campo Otávio Gomes, 11 Barão Homem De Melo 3ª Seção 48152-500 das Neves do Campo / MS",52389135,
667,Ana,Cardoso,maria-juliasouza@example.com,PF,2022-03-06 15:06:00 UTC,312.047.986-13,1/23/1988,"Trecho Luigi Cavalcanti, 59 Vila Pilar 16218326 Pinto / PR",90177-078,
669,Cauã,Cardoso,rebecada-rosa@example.net,PF,2016-04-15 14:26:00 UTC,376.248.510-08,11/24/1942,"Setor Olivia Monteiro, 217 Santa Isabel 10045-601 Jesus / MS",99364-926,
685,Enzo,Cardoso,mirella43@example.com,PF,2021-02-27 15:29:00 UTC,856.970.321-02,7/24/1984,"Passarela de Azevedo, 1 Santa Monica 92384-193 Caldeira Verde / MG",54474894,
707,Caio,Cardoso,maria-julia07@example.com,PF,2016-10-22 14:14:00 UTC,832.146.759-82,9/22/1945,Travessa de Costela Santa Lúcia 58697-782 Cavalcanti Alegre / PR,71436-266,
735,Rafael,Cardoso,idas-neves@example.org,PF,2012-12-03 13:05:00 UTC,183.729.546-82,4/7/1998,"Esplanada Nunes, 46 Etelvina Carneiro 03683-959 Pires / BA",35352-960,
790,Clarice,Cardoso,emanuella58@example.net,PF,2014-07-03 16:49:00 UTC,351.874.609-00,10/3/1998,"Rua de Moraes, 8 Vila Batik 22249-412 Cunha Paulista / PE",00506-259,
798,Calebe,Cardoso,juanmelo@example.org,PF,2015-11-21 10:49:00 UTC,063.872.549-65,12/22/1982,"Praia de da Rosa, 89 Vila Santa Monica 1ª Seção 87063490 Gonçalves / MS",67600436,
968,Fernando,Cardoso,isabella58@example.org,PF,2018-02-01 16:14:00 UTC,523.890.467-38,7/10/1999,Morro Lopes Copacabana 32525-631 da Cruz dos Dourados / SP,86938-977,
74,Maria Alice,Correia,ugomes@example.com,PF,2016-07-26 10:37:00 UTC,604.238.791-03,4/6/1957,"Sítio Juan Nascimento, 7 Apolonia 15044000 da Costa / RN",71920821,
81,Laís,Correia,marcela49@example.com,PF,2021-04-03 13:18:00 UTC,076.351.942-16,7/10/2006,"Residencial de Nascimento, 46 Vila Santo Antônio 34127-554 Mendes de Farias / CE",25372-189,
137,Cauã,Correia,da-pazemanuella@example.org,PF,2017-01-06 14:34:00 UTC,819.072.346-40,5/7/1963,"Travessa de das Neves, 34 Nova Granada 25332-967 Caldeira Verde / CE",41060234,
372,Brenda,Correia,qgoncalves@example.org,PF,2013-11-27 13:03:00 UTC,345.926.017-34,8/30/1947,Feira de Moura Vila Antena 67354401 Caldeira do Amparo / MG,11580065,
392,Isabella,Correia,joao-lucasfreitas@example.org,PF,2015-12-26 15:09:00 UTC,560.217.498-20,3/2/2000,"Jardim Yago das Neves, 49 Vila São Rafael 31159338 Mendes / BA",18306-600,
408,João,Correia,carvalhoemilly@example.com,PF,2021-10-15 10:47:00 UTC,213.659.487-73,6/22/1943,"Parque Barros, 87 Caetano Furquim 21534-413 Jesus / RN",75390263,
428,Pedro Henrique,Correia,jlopes@example.net,PF,2019-11-27 14:29:00 UTC,160.872.359-30,3/10/1965,"Núcleo Pinto, 562 Cidade Nova 40869328 Lopes do Sul / AC",69003-972,
536,Maysa,Correia,eduardo67@example.net,PF,2020-12-09 14:29:00 UTC,358.049.716-20,6/26/1953,"Morro Sofia da Mata, 36 Casa Branca 86256077 Mendes / RJ",2785728,
574,Vitória,Correia,jduarte@example.org,PF,2014-03-05 16:10:00 UTC,951.247.836-64,4/19/1949,"Lago de da Mata, 489 São Vicente 89030914 Costa / RR",13347642,
625,João,Correia,claralopes@example.org,PF,2021-01-09 11:36:00 UTC,401.287.935-97,8/8/1987,"Fazenda Almeida, 32 Vila Batik 19866-033 Teixeira / MS",61410-865,
900,Levi,Correia,cfarias@example.org,PF,2021-08-06 12:29:00 UTC,809.537.462-83,8/2/1961,"Jardim Rocha, 72 Novo Glória 79010-844 Novaes / RR",92278668,
153,Luiz Gustavo,Costela,rafael61@example.net,PF,2014-09-12 16:45:00 UTC,048.372.651-62,12/22/1945,"Conjunto de Costa, 4 Granja De Freitas 18338464 Rocha de Peixoto / DF",3524308,
165,Ana Carolina,Costela,davi-lucas33@example.com,PF,2020-01-23 12:15:00 UTC,913.647.852-00,4/27/1959,Residencial Clarice Caldeira São Luiz 36792-608 Santos / ES,02181-326,
252,Agatha,Costela,hcampos@example.org,PF,2019-07-18 12:56:00 UTC,549.132.680-15,4/7/1972,"Vereda Moura, 6 Nossa Senhora Da Conceição 92168616 da Mata das Flores / AP",59625-368,
319,Cecília,Costela,nicolasjesus@example.com,PF,2021-08-18 15:41:00 UTC,396.721.085-59,1/5/1990,"Praça de Duarte, 28 Vila São Rafael 62758847 Pereira do Sul / SC",57267113,
486,Davi Lucca,Costela,araujogustavo-henrique@example.org,PF,2015-04-23 13:18:00 UTC,869.345.027-10,2/9/2002,"Parque Gomes, 732 Nossa Senhora De Fátima 25354-774 da Mota do Amparo / SP",93250-071,
538,Sophie,Costela,nicolas99@example.com,PF,2022-11-25 11:24:00 UTC,812.964.530-06,6/10/1969,"Chácara Ramos, 91 Vila Jardim Leblon 67405-337 Gomes do Sul / MA",72101-372,
642,Enzo Gabriel,Costela,da-cruzbryan@example.org,PF,2019-06-26 12:58:00 UTC,493.825.617-73,4/24/1947,"Campo Sales, 66 Santa Tereza 16101-633 Sales / TO",17468-663,
728,Gabrielly,Costela,maite10@example.org,PF,2020-11-23 12:34:00 UTC,874.509.261-30,3/30/2004,"Conjunto de Martins, 96 Vila Paquetá 28412794 Ribeiro / RS",47587350,
745,Marcela,Costela,klima@example.org,PF,2017-04-23 15:36:00 UTC,204.953.816-24,3/13/1971,"Viaduto Arthur Nascimento, 45 João Alfredo 55135-284 Araújo da Praia / PB",44587-274,
795,Bernardo,Costela,correiamaria-julia@example.net,PF,2022-02-25 15:08:00 UTC,841.052.739-14,12/9/1977,"Rodovia de Barros, 48 Esplanada 39552867 da Cunha Verde / RS",86841-476,
958,Daniel,Costela,mdias@example.org,PF,2018-10-09 15:05:00 UTC,218.569.047-76,2/17/1977,"Parque da Mota, 27 Beija Flor 84721055 Ramos da Serra / MS",57105-880,
26,Augusto,Fogaça,fernandesmaria-julia@example.net,PF,2012-08-12 16:34:00 UTC,435.821.079-14,1/27/1997,"Setor de Moraes, 62 Gutierrez 90925544 Sales das Flores / RN",20290-725,
455,Luna,Fogaça,maria-julia65@example.org,PF,2017-08-24 10:26:00 UTC,396.150.427-06,7/31/1970,"Aeroporto Luiz Miguel Nascimento, 936 Bom Jesus 73993124 Correia / MA",69265010,
